simdikilerde şimdikilerde
siniflandirabilecek sınıflandırabilecek
saçmaligindan saçmalığından
acidim acıdım
vedalasan vedalaşan
duydugunun duyduğunun
itibariyla itibarıyla
sallandirmislar sallandırmışlar
kurtarmisti kurtarmıştı
orup örüp
Aylanin Aylanın
çekismeler çekişmeler
kazandi kazandı
takati takatı
ızledıkten izledikten
yaygınlasmaya yaygınlaşmaya
icsel içsel
basliyorsa başlıyorsa
abartiymis abartıymış
yaramadi yaramadı
calisiliyor çalışılıyor
açisi açışı
elestirirken eleştirirken
dogasi doğası
yasatamazdi yaşatamazdı
Davisin Davısın
salina şalına
yansitilamamis yansıtılamamış
sahanesi şahanesi
dusunup düşünüp
takipcileri takipçileri
anlatilamaz anlatılamaz
parçalaniyor parçalanıyor
Intime İntime
anlayisi anlayışı
davranislarini davranışlarını
Universalın Üniversalın
Cinselligin Cinselliğin
gördügü gördüğü
söylesene söyleşene
uyuyakaldi uyuyakaldı
ekleyememis ekleyememiş
Ceylanin Ceylanın
takmayin takmayın
geçtigini geçtiğini
patirtiya patırtıya
kılıcla kılıçla
oyuncuymus oyuncuymuş
olgunlasmis olgunlaşmış
degisimlerinin değişimlerinin
YANSITTIGINIZ YANSITTIĞINIZ
duzeltmisler düzeltmişler
goy göy
müslümanlarin müslümanların
odaga odağa
yuregini yüreğini
kisirlik kışırlık
hakkina hakkına
yuregine yüreğine
olabilecegine olabileceğine
arttirmis arttırmış
begenmeyenle beğenmeyenle
dublajiyla dublajıyla
duramamisim duramamışım
cagris çağrış
dediginde dediğinde
cozmuş çözmüş
hüsrandi hüsrandı
tasidiniz taşıdınız
Yasliligi Yaslılığı
istemisse istemişse
koyulduklarinda koyulduklarında
karsiladi karşıladı
sovalyeden şövalyeden
ögrenecegiz öğreneceğiz
atsaniz atsanız
ipuclarının ipuçlarının
hickira hıçkıra
olabilecegimi olabileceğimi
Feramus Feramuş
yönetmenliginde yönetmenliğinde
gözlügün gözlüğün
olamamis olamamış
kazandirmayin kazandırmayın
kültürünuzun kültürünüzün
degerlerden değerlerden
yapmisken yapmışken
Idealist İdealist
fılımdı filimdi
saygiliyim saygılıyım
atalim atalım
haketmis haketmiş
mekigi mekiği
aldiginiza aldığınıza
ımsı imsi
yetistigi yetiştiği
bazilaridir bazılarıdır
muziklerine müziklerine
çin çın
ayrintiya ayrıntıya
akıcılıgıyla akıcılığıyla
Igor İgor
dusuncesıne düşüncesine
Izlense İzlense
gelisen gelişen
davranışlarıydi davranışlarıydı
beceremedigin beceremediğin
abartildigini abartıldığını
izledıgım izlediğim
kırılımı kirilimi
guldurdu güldürdü
bitirilis bitiriliş
calistigi çalıştığı
alnina alnına
sasardim şaşardım
SIKILMISTIR SIKILMIŞTIR
diyalogunun diyaloğunun
yakisirdi yakışırdı
alkislayanlar alkışlayanlar
olusmamis oluşmamış
onyargim önyargım
netlestirememisler netleştirememişler
yaratamamis yaratamamış
yürekliligi yürekliliği
yönetmenligini yönetmenliğini
yönetmenligine yönetmenliğine
uzaklasiliyor uzaklaşılıyor
Acisini Açışını
ÇİK ÇIK
sekliyle şekliyle
patlatmayi patlatmayı
cıtasını çitasını
sevınırım sevinirim
izlettigi izlettiği
inaniyorlar inanıyorlar
cikmistim çıkmıştım
yaralanir yaralanır
dunyasindan dünyasından
savascı savaşçı
Için İçin
ortaögretimlilere ortaöğretimlilere
rastlamadigim rastlamadığım
basyapitta başyapıtta
boylemi böylemi
cıktigimda çıktığımda
enstrumental enstrümental
yaptirmis yaptırmış
acikliydi acıklıydı
kasmis kaşmış
savasin savasın
anani ananı
taniyabilseydik tanıyabilseydik
yatirip yatırıp
azaltilmisti azaltılmıştı
ısenız iseniz
olmuşTüm ölmüşTüm
Alisilagelmisin Alışılagelmişin
evladini evladını
ozuyle özüyle
tasiyabilseymis taşıyabilseymiş
guldurmekten güldürmekten
icinizin içinizin
ılerleyıs ilerleyiş
fahiseler fahişeler
sinemaninkinden sinemanınkinden
elestirebilme eleştirebilme
isinmam ışınmam
görselligini görselliğini
elestirdigimiz eleştirdiğimiz
Saglıcakla Sağlıcakla
takinmasi takınması
turkle türkle
kıralamayacak kiralamayacak
ayirdim ayırdım
irana ırana
güzellestirmek güzelleştirmek
hafiz hafız
depresıf depresif
caput çaput
benligini benliğini
feragatini feragatını
hulya hülya
coskuyu çoşkuyu
olusturulmaya oluşturulmaya
serılerı şerileri
yapilabilirmis yapılabilirmiş
cıktığınızda çıktığınızda
Kirmizigül Kırmızıgül
olusturabilirdik oluşturabilirdik
ciksa çıksa
cıplaklık çıplaklık
bağıs bağış
gicik gıcık
acidan açıdan
gelistirdikleri geliştirdikleri
izledigımde izlediğimde
cekmişler çekmişler
baktigim baktığım
görmüstük görmüştük
ugrasi uğrası
gecilen geçilen
kisminin kısminin
adamsin adamsın
senatorun senatörün
baslayin başlayın
Içerik İçerik
aktarilmis aktarılmış
sükrettik şükrettik
yuvarlanmis yuvarlanmış
alkislamak alkışlamak
yanildim yanıldım
açisini açışını
yakışir yakışır
uyarlanmasi uyarlanması
Koroğlu Köroğlu
YAPABILIRSINIZ YAPABİLİRSİNİZ
bombardimanina bombardımanına
Alkislanacak Alkışlanacak
sasirmayan şaşırmayan
canlandirma canlandırma
fiskirmis fışkırmış
aldiris aldırış
aldirip aldırıp
aliskanliklarini alışkanlıklarını
inadina inadına
EGLENCELİ EĞLENCELİ
uzatilmis uzatılmış
imzasini imzasını
katkilarinin katkılarının
basarmıs başarmış
yasiyorlar yaşıyorlar
girebilirmis girebilirmiş
oldugunla olduğunla
ayrintisi ayrıntısı
ortalarinda ortalarında
yaylasini yaylasını
guzelliklerinin güzelliklerinin
sina sına
sacmalamışlar saçmalamışlar
basarilarinizin başarılarınızın
sekansi sekansı
düsüncesine düşüncesine
gosterirler gösterirler
oyuncululugu oyuncululuğu
Itiraf İtiraf
fılımde filimde
ödüllendirilmistir ödüllendirilmiştir
ağlanirmiş ağlanırmış
alikoyamadim alıkoyamadım
tamamini tamamını
soluklarinizi soluklarınızı
pusulayi pusulayı
karsima karşıma
yandaslarinin yandaşlarının
ünvaninin ünvanının
ilkı ilki
çikarilan çıkarılan
ıspatladığı ispatladığı
Karıyerinde Kariyerinde
yansitamamis yansıtamamış
Insanin İnsanın
Cogan Çoğan
gösterdigin gösterdiğin
barindirmiyor barındırmıyor
yüzyilla yüzyılla
yasayin yasayın
yukselttim yükselttim
anlatildigi anlatıldığı
ortaligi ortalığı
sorguladigi sorguladığı
Cadlar Çadlar
paylasilmasi paylaşılması
anilacak anılacak
İZLEDİGİM İZLEDİĞİM
patlatmasi patlatması
olume ölüme
yatirdi yatırdı
ahbaplariyla ahbaplarıyla
korumayi korumayı
yaşiyordur yaşıyordur
baglantilar bağlantılar
cekeceksiniz çekeceksiniz
gonderirlermis gönderirlermiş
sirplari sırpları
izlenilebilirligi izlenilebilirliği
buyuleyecek büyüleyecek
Manikurlu Manikürlü
anlatilanlar anlatılanlar
sasirticiydi şaşırtıcıydı
iyis iyiş
istemis istemiş
atiyorsaniz atıyorsanız
gorseline görseline
yollarinin yollarının
dayalıydi dayalıydı
meydaninda meydanında
açiga açığa
gerektirdigi gerektirdiği
irmakta ırmakta
aciyi acıyı
sehirlerinde şehirlerinde
yapimsa yapımsa
yükseltmis yükseltmiş
simulasyonlarla simülasyonlarla
harcayabilecegini harcayabileceğini
Casar Çasar
milliyetcilikten milliyetçilikten
calışmışlar çalışmışlar
tı ti
guçlendirilebilirdi güçlendirilebilirdi
lirami liramı
oburleride öbürleride
heyecanini heyecanını
Rituelde Ritüelde
bagimlisi bağımlısı
seklındekı şeklindeki
Insanı İnsanı
izlemisim izlemişim
anasiyla anasıyla
usül üşül
Brosun Broşun
önyargiyla önyargıyla
Irlanda İrlanda
ızlerim izlerim
irkçilik ırkçılık
ettiginin ettiğinin
arinmaya arınmaya
tanitildiktan tanıtıldıktan
donusmus donuşmuş
çektigi çektiği
zamanıniza zamanınıza
begenirim beğenirim
şurali şuralı
savasan savaşan
yararlanabilecegi yararlanabileceği
aldatamazsiniz aldatamazsınız
temevvücü temevvüçü
ugratip uğratıp
okumadigim okumadığım
hayranlari hayranları
cizimler çizimler
cekıldıgıne çekildiğine
ayırdıgınız ayırdığınız
superın süperin
guleceği güleceği
harciyoruz harcıyoruz
virusune virüsüne
Küçüklügümüzün Küçüklüğümüzün
hokkabazini hokkabazını
bitirmistir bitirmiştir
romaniyla romanıyla
yayılmaci yayılmacı
bugucuk buğucuk
abartıki abartıkı
faktoru faktörü
entrikalari entrikaları
geçistirmissiniz geçiştirmişsiniz
atilmasi atılması
cikmisti çıkmıştı
oralarinda oralarında
beklemeyecegim beklemeyeceğim
bogazı boğazı
bagliyor bağlıyor
uyuyakaldim uyuyakaldım
oneririm öneririm
gidisle gidişle
bosnaklari boşnakları
Brossa Broşsa
kahramanim kahramanım
Cigerim Ciğerim
seriyede şeriyede
atilmis atılmış
elestiriyorsun eleştiriyorsun
janti jantı
ödüllendirmistir ödüllendirmiştir
gönullerin gönüllerin
BENIM BENİM
harmanlanmis harmanlanmış
basyapitin başyapıtın
EFENDIM EFENDİM
çikarmaktan çıkarmaktan
üzüldügüm üzüldüğüm
benzetilmis benzetilmiş
aklayacaksin aklayacaksın
Dune Düne
sikintisinin sıkıntısının
kufursuz küfürsüz
kufurlere küfürlere
Izlemeyenlere İzlemeyenlere
isirmama ısırmama
merakim merakım
yavasligi yavaşlığı
ugrasacak uğraşacak
sikintiyi sıkıntıyı
batirirlar batırırlar
olacaginiza olacağınıza
BIRDE BİRDE
cikip çıkıp
takipcinizim takipçinizim
ilgınç ilginç
basarilisiydi başarılısıydı
baslangıctaki başlangıçtaki
yarbayin yarbayın
sikintiya sıkıntıya
rastladiginizda rastladığınızda
düsmesi düşmesi
fanlari fanları
adlandirilan adlandırılan
ugrasmayi uğraşmayı
Dolayli Dolaylı
anlatiyorsan anlatıyorsan
karsılasacagız karşılaşacağız
aksıyonla aksiyonla
razi razı
yarattigi yarattığı
bakilmiş bakılmış
gucunun gücünün
hastalaniyor hastalanıyor
cekilmeyecekse çekilmeyecekse
cikardigini çıkardığını
düsürüyor düşürüyor
agzim ağzım
kizini kızını
Isabela İsabela
anilmasi anılması
varmis varmış
zayifladi zayıfladı
kizina kızına
tuttugumu tüttüğümü
asilarla aşılarla
baglamayı bağlamayı
rası raşi
yaramadigi yaramadığı
ezilmislerdir ezilmişlerdir
uz üz
izlediginizde izlediğinizde
odalarıni odalarını
larını larini
begendirme beğendirme
edebildiginiz edebildiğiniz
insanlarsiniz insanlarsınız
yilmazla yılmazla
bagdastirmayin bağdaştırmayın
dublajlıydi dublajlıydı
sıkılacagınızı sıkılacağınızı
cizgisellik çizgisellik
onyargiyla önyargıyla
kesfedebılın keşfedebilin
carpınca çarpınca
dusurulur düşürülür
tarafsiz tarafsız
tesadufleri tesadüfleri
anlariz anlarız
acisi acısı
düsündügümü düşündüğümü
seansini seansını
karsilastirmalari karşılaştırmaları
tuhafima tuhafıma
Duku Dükü
gelistirilen geliştirilen
yuruseydınız yürüşeydiniz
seansina seansına
mubah mübah
Barbarin Barbarın
akıci akıcı
rahatsizligin rahatsızlığın
yansiyan yansıyan
sıkılmadik sıkılmadık
BIRAZ BİRAZ
durulmustur durulmuştur
oğunun öğünün
captan çaptan
cekmis çekmiş
heyecanlandiracak heyecanlandıracak
kisisin kışısın
hasani hasanı
cikartirsan çıkartırsan
komikligin komikliğin
Duygularim Duygularım
sarsiciligi sarsıcılığı
kasiyordu kaşıyordu
yapimla yapımla
hatirlattigi hatırlattığı
Insani İnsani
İGRENC İĞRENÇ
heyecanlandirmayi heyecanlandırmayı
umutlaniyoruz umutlanıyoruz
Insana İnsana
tecrubeliyiz tecrübeliyiz
canlandiran canlandıran,çanlandıran
meselerle meşelerle
kurgulanmis kurgulanmış
brokerların brokerlarin
adasindan adasından
umutlaniyorum umutlanıyorum
sacsiz sacsız
barisa barışa
kirikligim kırıklığım
degecegini değeceğini
dusundurmeye düşündürmeye
begenmeyebilirdim beğenmeyebilirdim
elestirmiyor eleştirmiyor
katacaktir katacaktır
tasir taşır
bayirlari bayırları
simulasyonlarda simülasyonlarda
yilmazin yılmazın
sa şa
baskasimi başkasımı
abartilmamasi abartılmaması
dagılan dağılan
lı li
yollamalari yollamaları
yapilanma yapılanma
biriktigi biriktiği
amerikalilarin amerikalıların
sasirabilirsiniz şaşırabilirsiniz
kirikligisin kırıklığısın
Ulkem Ülkem
senaryolarini senaryolarını
sayilamayan sayılamayan
kaygilarla kaygılarla
yakasina yakasına
üsul üşül
katlanilamazdi katlanılamazdı
sasirttigi şaşırttığı
sto stö
senaryolarina senaryolarına
gösterdiginiz gösterdiğiniz
yumusakligi yumuşaklığı
papelles papelleş
SINEMADA SİNEMADA
cikarip çıkarıp
kocasinin kocasının
dananin dananın
cikarin çıkarın
sikayet şikayet
tasarlamis tasarlamış
akişi akışı
amatorlukten amatörlükten
ulasilmasi ulaşılması
ictenlik içtenlik
düsünmekteyim düşünmekteyim
ugratan uğratan
uzayinca uzayınca
kardesin kardeşin
yapimin yapımın
tanidığımız tanıdığımız
kurtardilar kurtardılar
capkinlikla çapkınlıkla
taniyormusum tanıyormuşum
dışılığın dişiliğin
sikintisini sıkıntısını
keyiflenisiniz keyiflenişiniz
çekmemistir çekmemiştir
hizin hızın
sikintisi sıkıntısı
onlenmis önlenmiş
seyrettigi seyrettiği
dünyayi dünyayı
ofkelı öfkeli
zorlayamiyor zorlayamıyor
berbatligini berbatlığını
cıkarabileceğini çıkarabileceğini
baglaniveriyorsunuz bağlanıveriyorsunuz
hatirlamayacaklar hatırlamayacaklar
ciktiginda çıktığında
sonlarina sonlarına
yapiyi yapıyı
Santiyesinde Şantiyesinde
cekmem çekmem
olmadigini olmadığını
Iste İste
ekşıni ekşini
yureklere yüreklere
Yapimcisindan Yapımcısından
yapiya yapıya
baglaması bağlaması
çikarmalari çıkarmaları
noktaydi noktaydı
tuhafi tuhafı
kilitlenebiliyormus kilitlenebiliyormuş
anlasirken anlaşırken
düsündüğüm düşündüğüm
gecemedim geçemedim
jubilelerinin jübilelerinin
muslumanlarin müslümanların
ışınkılıcı işinkilici
atmamis atmamış
arastirdiginiz araştırdığınız
luğunu lüğünü
yanilmasinlar yanılmasınlar
basarısızlığı başarısızlığı
baglamayi bağlamayı
yillari yılları
katmislar katmışlar
çikmayacagini çıkmayacağını
işleyisi işleyişi
anlamayanlardir anlamayanlardır
çalistiklarini çalıştıklarını
görüsler görüşler
bulusmasi buluşması
Siklet Sıklet
saskınlıkla şaşkınlıkla
yaptirmadi yaptırmadı
acimasızlığını acımasızlığını
sasırtacak şaşırtacak
seçildigini seçildiğini
olmadigimi olmadığımı
alkislayip alkışlayıp
acimi açımı
lıyım liyim
yiktim yıktım
becerememisler becerememişler
harcadigimiz harcadığımız
sanildiginda sanıldığında
bakista bakışta
uyarlamasi uyarlaması
uyarlamasindaki uyarlamasındaki
bakilmis bakılmış
yonetmeninde yönetmeninde
sececeğim seçeceğim
defolarina defolarına
sevmedigimi sevmediğimi
dansçilari dansçıları
Carlin Çarlın
cekmeyı çekmeyi
dişina dışına
imzayi imzayı
olaylarinin olaylarının
elestirecek eleştirecek
tesaduflerin tesadüflerin
Agriyana Ağrıyana
Ispanyol İspanyol
karsilamadiklarini karşılamadıklarını
gucunu gücünü
tutamayacaksiniz tutamayacaksınız
hatirlayalim hatırlayalım
izlesene izleşene
sınemalara sinemalara
attigini attığını
canlandirdigini çanlandırdığını
gollumun göllümün
gercekcilik gerçekçilik
vermeyecegim vermeyeceğim
kavgayi kavgayı
gidisat gidişat
cikamayan çıkamayan
Dude Düde
davrandigindan davrandığından
Izlenebilecek İzlenebilecek
İnanin İnanın
açmasi açması
kisililerin kişililerin
korkacaksin korkacaksın
cikardi çıkardı
calinti çalıntı
uğraşilmamıs uğraşılmamış
Oteri Öteri
fedakarlik fedakarlık
yetisemez yetişemez
içerisisinde içerişişinde
baglarlarsa bağlarlarsa
sivasa sıvasa
destin deştin
takmiş takmış
yapimdi yapımdı
demistik demiştik
gencinin gençinin
GELIYOR GELİYOR
skecleri skeçleri
oyundayim oyundayım
kardesinizle kardeşinizle
ugraşilmis uğraşılmış
ugrasmis uğraşmış
Dirilisten Dirilişten
karisina karısına
ömur ömür
yargilarin yargıların
kazanirsiniz kazanırsınız
arsivde arşivde
kivrak kıvrak
yazsin yazsın
hizda hızda
baglanacak bağlanacak
bulandirmayi bulandırmayı
gerçeklestigi gerçekleştiği
takinmis takınmış
tutusuyor tutuşuyor
meraklilari meraklıları
yapimci yapımcı
patlamamasi patlamaması
eglencelide eğlencelide
soluklugu solukluğu
baglilik bağlılık
selfi şelfi
yapiti yapıtı
guldurmuyor güldürmüyor
yonetimiyle yönetimiyle
kurtu kürtü
vizdan vızdan
birakıyorum bırakıyorum
yaradilis yaradılış
salagım şalağım
Breslinı Breşlini
kayitlarinin kayıtlarının
doruktaydi doruktaydı
kotulemeleri kötülemeleri
ayrilmisti ayrılmıştı
musameresi müsameresi
attiriyor attırıyor
GITMEZ GİTMEZ
volkanin volkanın
OLDURMEYE ÖLDÜRMEYE
yapisi yapısı
karısır karışır
GITMEK GİTMEK
yapardi yapardı
akisinda akısında
derinliginin derinliğinin
dogumuyla doğumuyla
hanimefendide hanımefendide
saptiriyor saptırıyor
ayaklarınin ayaklarının
hakikatı hakikati
gecmisini geçmişini
soylenenlere söylenenlere
kavraminin kavramının
manın manin
detayin detayın
seciyor seçiyor
söyledigi söylediği
ir ır
baglamasi bağlaması
yarisindaki yarısındaki
dagılması dağılması
cevrilir çevrilir
Ismi İsmi
ih ıh
damarlarim damarlarım
inise inişe
heyecanlandirmiyor heyecanlandırmıyor
yasadigimizin yasadığımızın
tikliyorum tıklıyorum
obasini obasını
müsluman müslüman
baglayamiyorum bağlayamıyorum
itirazim itirazım
ayirirsam ayırırsam
ayirirsak ayırırsak
kopmayacaginiz kopmayacağınız
vazgecmeyin vazgeçmeyin
lılık lilik
yaratmasini yaratmasını
çikmamis çıkmamış
hocalarin hocaların
Isle İsle,İşle
cekmeyi çekmeyi
itibarıyle itibariyle
ASKERI ASKERİ
yadirgansa yadırgansa
uzaklasan uzaklaşan
fethedilmemis fethedilmemiş
tutmadim tutmadım
savurdugunuz savurduğunuz
geçistirilmis geçiştirilmiş
ozune özüne
özümsemis özümsemiş
dakikasindan dakikasından
sir sır
dönüsüyor dönüşüyor
ulastigini ulaştığını
yapsaydim yapsaydım
yapılmamaliydi yapılmamalıydı
yapsaydik yapsaydık
serpistirilmis serpiştirilmiş
bakilmaz bakılmaz
eglencelıdır eğlencelidir
hoşgoru hoşgörü
sinirlendiginize sinirlendiğinize
